Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1983,1983,t,3023200,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1983,1983,t,1036100,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1983,1983,t,4054100,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1983,1983,kg/ha,36.29,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1983,1983,kg/cap,3.85,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1983,1983,g/Int$,16.11,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1984,1984,t,2730900,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1984,1984,t,1348500,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1984,1984,t,4075200,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1984,1984,kg/ha,34.33,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1984,1984,kg/cap,3.81,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1984,1984,g/Int$,14.96,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1985,1985,t,2115200,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1985,1985,t,953000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1985,1985,t,12300,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1985,1985,t,3003800,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1985,1985,kg/ha,23.86,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1985,1985,kg/cap,2.77,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1985,1985,g/Int$,11.06,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1986,1986,t,2410800,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1986,1986,t,660000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1986,1986,t,14800,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1986,1986,t,3025700,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1986,1986,kg/ha,23.75,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1986,1986,kg/cap,2.74,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1986,1986,g/Int$,10.85,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1987,1987,t,3340600,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1987,1987,t,1229900,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1987,1987,t,33201,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1987,1987,t,4489016,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1987,1987,kg/ha,35.04,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1987,1987,kg/cap,4,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1987,1987,g/Int$,15.16,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1988,1988,t,3766200,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1988,1988,t,1446600,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1988,1988,t,43900,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1988,1988,t,5162200,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1988,1988,kg/ha,39.99,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1988,1988,kg/cap,4.52,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1988,1988,g/Int$,17.01,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1989,1989,t,3807700,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1989,1989,t,1476800,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1989,1989,t,12700,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1989,1989,t,5272100,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1989,1989,kg/ha,40.37,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1989,1989,kg/cap,4.54,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1989,1989,g/Int$,16.86,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1990,1990,t,4196000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1990,1990,t,1668800,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1990,1990,t,13000,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1990,1990,t,5852800,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1990,1990,kg/ha,44.27,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1990,1990,kg/cap,4.96,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1990,1990,g/Int$,17.44,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1991,1991,t,4641400,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1991,1991,t,2700000,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1991,1991,t,57700,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1991,1991,t,7284300,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1991,1991,kg/ha,54.66,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1991,1991,kg/cap,6.08,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1991,1991,g/Int$,20.62,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1992,1992,t,4700000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1992,1992,t,2263000,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1992,1992,t,40000,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1992,1992,t,6921000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1992,1992,kg/ha,52.6,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1992,1992,kg/cap,5.71,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1992,1992,g/Int$,18.67,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1993,1993,t,4240300,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1993,1993,t,1555274.34,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1993,1993,t,97127.52,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1993,1993,t,5544700,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1993,1993,kg/ha,42.36,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1993,1993,kg/cap,4.53,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1993,1993,g/Int$,13.84,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1994,1994,t,4946000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1994,1994,t,2485862.04,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1994,1994,t,102223.31,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1994,1994,t,7329000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1994,1994,kg/ha,56,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1994,1994,kg/cap,5.93,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1994,1994,g/Int$,17.41,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1995,1995,t,6091300,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1995,1995,t,2936625.72,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1995,1995,t,114050.59,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1995,1995,t,8911700,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1995,1995,kg/ha,68.09,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1995,1995,kg/cap,7.14,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1995,1995,g/Int$,19.35,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1996,1996,t,5822000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1996,1996,t,2482688.28,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1996,1996,t,174071.71,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1996,1996,t,8118000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1996,1996,kg/ha,62.01,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1996,1996,kg/cap,6.45,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1996,1996,g/Int$,16.85,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1997,1997,t,6419000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1997,1997,t,3013201.91,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1997,1997,t,135144.1,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1997,1997,t,9277000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1997,1997,kg/ha,70.87,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1997,1997,kg/cap,7.31,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1997,1997,g/Int$,18.44,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1998,1998,t,6713000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1998,1998,t,2892599.76,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1998,1998,t,148039.92,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1998,1998,t,9457000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1998,1998,kg/ha,72.24,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1998,1998,kg/cap,7.39,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1998,1998,g/Int$,17.98,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1999,1999,t,6430000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1999,1999,t,2700535.25,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1999,1999,t,211100.89,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1999,1999,t,8907000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1999,1999,kg/ha,68.04,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1999,1999,kg/cap,6.91,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1999,1999,g/Int$,16.25,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),2000,2000,t,6687000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2000,2000,t,2230861.2,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2000,2000,t,289286.47,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2000,2000,t,8609700,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2000,2000,kg/ha,65.77,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2000,2000,kg/cap,6.63,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),2000,2000,g/Int$,15.02,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),2001,2001,t,7451462,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2001,2001,t,1804458.26,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2001,2001,t,392487.38,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2001,2001,t,8886577,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2001,2001,kg/ha,67.58,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2001,2001,kg/cap,6.79,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),2001,2001,g/Int$,15.2,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),2002,2002,t,8105327,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2002,2002,t,2767607.74,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2002,2002,t,564447.9,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2002,2002,t,10387330,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2002,2002,kg/ha,78.64,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2002,2002,kg/cap,7.89,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),2002,2002,g/Int$,17.11,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),2003,2003,t,8848125,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2003,2003,t,1613230.05,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2003,2003,t,748505.97,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2003,2003,t,9808142,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2003,2003,kg/ha,73.93,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2003,2003,kg/cap,7.41,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),2003,2003,g/Int$,15.96,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),2004,2004,t,10242125,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2004,2004,t,1479358.25,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2004,2004,t,929442.39,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2004,2004,t,10881287,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2004,2004,kg/ha,81.66,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2004,2004,kg/cap,8.17,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),2004,2004,g/Int$,16.75,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),2005,2005,t,11158112,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2005,2005,t,1280304.44,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2005,2005,t,885023.07,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2005,2005,t,11638298,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2005,2005,kg/ha,86.95,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2005,2005,kg/cap,8.68,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),2005,2005,g/Int$,17.29,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),2006,2006,t,12035952,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2006,2006,t,1001714.82,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2006,2006,t,1071768.33,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2006,2006,t,12068491,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2006,2006,kg/ha,89.77,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2006,2006,kg/cap,8.95,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),2006,2006,g/Int$,17.48,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),2007,2007,t,12657993,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2007,2007,t,484778.45,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2007,2007,t,2742441.53,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2007,2007,t,10447072,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2007,2007,kg/ha,77.37,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2007,2007,kg/cap,7.7,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),2007,2007,g/Int$,14.77,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),2008,2008,t,12262623,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2008,2008,t,155608.99,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2008,2008,t,1563425.05,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2008,2008,t,10861318,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2008,2008,kg/ha,80.09,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2008,2008,kg/cap,7.96,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),2008,2008,g/Int$,14.52,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),2009,2009,t,14234858,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2009,2009,t,438240.58,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2009,2009,t,1779137.58,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2009,2009,t,12929234,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2009,2009,kg/ha,94.93,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2009,2009,kg/cap,9.41,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),2009,2009,g/Int$,16.87,E,Estimated value,
